x:radian,y:sine
5.375614004,-0.78801081
5.393067297,-0.777146019
5.410520589,-0.766044502
5.427973881,-0.754709641
5.445427173,-0.743144888
5.462880466,-0.731353765
5.480333758,-0.719339865
5.49778705,-0.707106848
5.515240342,-0.694658438
5.532693634,-0.681998429
5.550146927,-0.669130677
5.567600219,-0.656059101
5.585053511,-0.642787683
5.602506803,-0.629320465
5.619960096,-0.615661551
5.637413388,-0.6018151
5.65486668,-0.58778533
5.672319972,-0.573576516
5.689773264,-0.559192984
5.707226557,-0.544639117
5.724679849,-0.529919347
5.742133141,-0.515038159
5.759586433,-0.500000085
5.777039726,-0.484809706
5.794493018,-0.46947165
5.81194631,-0.453990588
5.829399602,-0.438371236
5.846852894,-0.422618352
5.864306187,-0.406736734
5.881759479,-0.390731221
5.899212771,-0.374606687
5.916666063,-0.358368044
5.934119356,-0.342020238
5.951572648,-0.32556825
5.96902594,-0.309017091
5.986479232,-0.292371802
6.003932524,-0.275637454
6.021385817,-0.258819144
6.038839109,-0.241921996
6.056292401,-0.224951155
6.073745693,-0.207911792
6.091198986,-0.190809097
6.108652278,-0.17364828
6.12610557,-0.156434568
6.143558862,-0.139173205
6.161012154,-0.121869448
6.178465447,-0.104528568
6.195918739,-0.087155848
6.213372031,-0.069756579
6.230825323,-0.052336062
6.248278616,-0.034899603
6.265731908,-0.017452513
6.2831852,-1.07E-07
