x:radian,y:sine,y'
3.857177581,-0.656058979,-0.62824893
3.874630873,-0.669130557,-0.6390295
3.892084166,-0.681998312,-0.649553
3.909537458,-0.694658322,-0.6598217
3.92699075,-0.707106734,-0.6698381
3.944444042,-0.719339754,-0.67960477
3.961897334,-0.731353656,-0.6891251
3.979350627,-0.74314478,-0.6984018
3.996803919,-0.754709535,-0.70743835
4.014257211,-0.766044399,-0.71623844
4.031710503,-0.777145918,-0.72480506
4.049163796,-0.788010711,-0.7331425
4.066617088,-0.798635468,-0.74125445
4.08407038,-0.809016953,-0.74914473
4.101523672,-0.819152004,-0.75681764
4.118976964,-0.829037533,-0.76427686
4.136430257,-0.83867053,-0.7715268
4.153883549,-0.848048059,-0.7785717
4.171336841,-0.857167264,-0.7854157
4.188790133,-0.866025368,-0.7920633
4.206243426,-0.874619672,-0.7985183
4.223696718,-0.882947559,-0.80478525
4.24115001,-0.891006491,-0.81086874
4.258603302,-0.898794014,-0.8167725
4.276056594,-0.906307756,-0.82250124
4.293509887,-0.913545428,-0.828059
4.310963179,-0.920504825,-0.8334499
4.328416471,-0.927183827,-0.8386781
4.345869763,-0.9335804,-0.8437481
4.363323056,-0.939692595,-0.8486638
4.380776348,-0.945518551,-0.8534291
4.39822964,-0.951056493,-0.858048
4.415682932,-0.956304734,-0.86252457
4.433136224,-0.961261675,-0.86686265
4.450589517,-0.965925807,-0.8710662
4.468042809,-0.970295708,-0.8751385
4.485496101,-0.974370048,-0.8790837
4.502949393,-0.978147585,-0.882905
4.520402686,-0.981627169,-0.8866065
4.537855978,-0.98480774,-0.8901911
4.55530927,-0.987688328,-0.89366233
4.572762562,-0.990268058,-0.8970237
4.590215854,-0.992546142,-0.90027845
4.607669147,-0.994521887,-0.9034296
4.625122439,-0.996194691,-0.90648025
4.642575731,-0.997564045,-0.90943354
4.660029023,-0.998629531,-0.9122924
4.677482316,-0.999390824,-0.91505975
4.694935608,-0.999847694,-0.9177383
4.7123889,-1,-0.9203308
4.729842192,-0.999847697,-0.9228399
4.747295484,-0.99939083,-0.92526823
4.764748777,-0.998629539,-0.9276184
4.782202069,-0.997564056,-0.9298928
4.799655361,-0.996194705,-0.93209374
4.817108653,-0.994521904,-0.9342235
4.834561946,-0.992546162,-0.93628454
4.852015238,-0.99026808,-0.938279
4.86946853,-0.987688354,-0.9402088
4.886921822,-0.984807767,-0.94207627
4.904375114,-0.981627199,-0.9438833
4.921828407,-0.978147618,-0.9456318
4.939281699,-0.974370084,-0.9473237
4.956734991,-0.970295747,-0.94896096
4.974188283,-0.965925848,-0.9505451
4.991641576,-0.961261719,-0.9520778
5.009094868,-0.956304781,-0.9535611
5.02654816,-0.951056543,-0.9549963
5.044001452,-0.945518604,-0.95638514
5.061454744,-0.93969265,-0.95772916
5.078908037,-0.933580458,-0.9590297
5.096361329,-0.927183887,-0.96028817
5.113814621,-0.920504888,-0.9615061
5.131267913,-0.913545493,-0.9626847
5.148721206,-0.906307824,-0.96382535
5.166174498,-0.898794085,-0.96492916
5.18362779,-0.891006564,-0.96599734
5.201081082,-0.882947635,-0.9670313
5.218534374,-0.87461975,-0.968032
5.235987667,-0.866025448,-0.9690006
5.253440959,-0.857167347,-0.969938
5.270894251,-0.848048144,-0.9708454
5.288347543,-0.838670617,-0.9717238
5.305800836,-0.829037623,-0.972574
5.323254128,-0.819152096,-0.97339714
5.34070742,-0.809017048,-0.9741939
5.358160712,-0.798635565,-0.9749653
5.375614004,-0.78801081,-0.9757122
5.393067297,-0.777146019,-0.9764351
5.410520589,-0.766044502,-0.97713524
5.427973881,-0.754709641,-0.9778132
5.445427173,-0.743144888,-0.9784695
5.462880466,-0.731353765,-0.97910523
5.480333758,-0.719339865,-0.97972083
5.49778705,-0.707106848,-0.9803169
5.515240342,-0.694658438,-0.9808943
5.532693634,-0.681998429,-0.98145354
5.550146927,-0.669130677,-0.981995
5.567600219,-0.656059101,-0.9825197
5.585053511,-0.642787683,-0.98302776
5.602506803,-0.629320465,-0.98352015
5.619960096,-0.615661551,-0.983997
5.637413388,-0.6018151,-0.9844591
5.65486668,-0.58778533,-0.9849067
5.672319972,-0.573576516,-0.98534054
5.689773264,-0.559192984,-0.98576087
5.707226557,-0.544639117,-0.9861681
5.724679849,-0.529919347,-0.98656285
5.742133141,-0.515038159,-0.9869454
5.759586433,-0.500000085,-0.98731613
5.777039726,-0.484809706,-0.9876754
5.794493018,-0.46947165,-0.98802376
5.81194631,-0.453990588,-0.9883614
5.829399602,-0.438371236,-0.98868865
5.846852894,-0.422618352,-0.98900604
5.864306187,-0.406736734,-0.9893138
5.881759479,-0.390731221,-0.989612
5.899212771,-0.374606687,-0.9899013
5.916666063,-0.358368044,-0.99018186
5.934119356,-0.342020238,-0.9904537
5.951572648,-0.32556825,-0.9907175
5.96902594,-0.309017091,-0.9909733
5.986479232,-0.292371802,-0.9912215
6.003932524,-0.275637454,-0.9914623
6.021385817,-0.258819144,-0.9916957
6.038839109,-0.241921996,-0.99192226
6.056292401,-0.224951155,-0.9921421
6.073745693,-0.207911792,-0.9923553
6.091198986,-0.190809097,-0.9925622
6.108652278,-0.17364828,-0.9927629
6.12610557,-0.156434568,-0.9929578
6.143558862,-0.139173205,-0.99314696
6.161012154,-0.121869448,-0.99333036
6.178465447,-0.104528568,-0.99350846
6.195918739,-0.087155848,-0.9936814
6.213372031,-0.069756579,-0.99384916
6.230825323,-0.052336062,-0.9940121
6.248278616,-0.034899603,-0.9941703
6.265731908,-0.017452513,-0.9943239
6.2831852,-1.07E-07,-0.994473
